MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
8.1246,28,7.453,3.053,454,3.453,35.8483,-123.4547,5.5
1.8146,8,7.171,2.18,1173,4.054,35.1975,-120.5666,2.6038
1.7863,24,4.217,1.216,285,3.76,38.6449,-121.8734,2.1487
2.0144,3,5.703,1.685,532,5.092,38.5412,-114.0774,1.6771
0.9399,25,9.191,2.609,1624,4.306,33.5684,-116.6386,1.8964
2.0899,19,4.895,1.468,454,4.535,41.3042,-123.9985,2.043
1.8597,33,6.777,1.826,1129,3.2,37.051,-115.0496,2.8878
2.9306,2,5.315,1.359,942,3.444,39.762,-114.7564,2.7766
3.2248,15,5.623,1.681,345,3.902,35.9135,-121.0007,4.167
6.9454,22,9.964,3.03,739,3.124,34.9846,-117.7592,5.5
4.372,10,6.651,1.904,1428,4.35,33.5571,-117.3386,4.6812
2.0371,18,7.234,2.697,541,3.79,35.1079,-116.8397,2.9881
1.7346,22,6.333,2.031,471,4.387,41.9376,-117.2182,2.3338
3.4763,46,4.845,1.633,783,3.994,38.7506,-118.623,4.2494
1.4048,49,5.141,1.74,597,3.743,40.1264,-114.4846,2.2299
6.7919,27,8.382,2.559,314,3.652,41.6058,-119.1201,5.5
4.9024,13,6.692,2.081,595,3.331,33.2504,-123.3354,5.1813
2.1499,33,5.557,1.428,521,3.303,34.0646,-123.6555,3.0273
1.1542,5,6.452,2.147,622,4.247,41.3157,-124.307,0.9889
5.3491,26,7.466,2.115,200,4.107,37.8633,-120.0068,5.5
2.567,13,7.136,1.913,798,4.479,38.5311,-121.631,2.7585
5.0476,27,5.558,2.029,293,3.437,36.5625,-115.1002,5.5
1.2248,14,4.794,1.119,966,4.403,40.2371,-115.3949,1.5217
2.0144,24,5.967,2.303,1136,3.624,37.4138,-115.7027,2.4846
2.7254,3,8.251,3.152,246,4.053,40.3482,-115.3936,2.1411
2.7829,47,7.791,2.251,1270,4.519,41.9258,-121.3751,3.1806
2.1705,51,7.069,2.752,627,5.113,38.6439,-120.0258,3.0808
3.7115,49,6.258,1.599,1139,4.369,37.5237,-121.2268,4.7485
1.5939,30,5.838,2.042,1059,3.831,35.969,-123.5961,2.1587
2.5315,35,6.281,1.89,322,4.041,34.3496,-114.7975,3.4786
2.8868,48,7.666,1.607,434,4.49,38.7382,-118.0328,4.1425
3.5156,14,8.068,2.166,1490,4.133,33.0951,-123.1082,4.1954
3.8799,12,6.143,1.789,357,3.51,41.5847,-122.3364,3.3799
1.5491,28,11.591,3.929,796,4.074,38.6518,-119.7671,2.2947
1.2623,44,6.608,1.825,455,4.528,41.6139,-123.9551,2.1117
5.1492,29,6.039,1.729,423,4.906,35.0866,-121.6441,5.3938
3.2096,43,8.978,2.936,658,3.752,41.4919,-117.1138,3.8067
1.8697,17,4.432,1.438,1989,3.174,38.3152,-114.8357,2.746
5.9037,40,7.176,2.12,976,2.904,40.1975,-114.7483,5.5
2.8801,49,6.385,1.819,392,4.187,34.1998,-119.0397,4.2709
4.902,21,8.92,3.095,733,3.0,37.251,-121.2224,4.6864
2.8116,23,7.373,2.098,262,3.898,37.9051,-114.8322,2.9954
7.6169,20,6.673,1.605,215,4.372,36.2321,-116.2403,5.5
6.5383,11,7.467,2.093,723,3.631,34.9057,-118.3353,5.5
2.4001,34,5.265,1.724,950,3.015,41.0954,-115.7372,2.7567
4.4184,10,7.99,2.337,1451,3.113,33.3081,-119.6823,5.1253
3.7535,10,4.994,1.373,801,3.262,33.9629,-123.322,3.8224
5.3888,43,6.991,1.659,667,3.652,35.5449,-114.6485,5.5
1.6779,6,6.53,1.912,561,4.458,41.2378,-118.8929,1.6185
3.8306,36,4.641,1.445,866,3.725,37.86,-117.1994,4.7577
4.6145,24,6.575,1.641,362,5.181,36.0452,-120.3809,4.5069
1.1282,12,6.877,1.998,473,4.347,36.3254,-123.0747,2.1609
1.5044,43,5.682,1.394,368,3.884,40.4589,-121.6452,2.4498
0.9806,23,5.308,1.558,511,3.68,32.7544,-124.0414,1.2054
2.3757,27,7.195,2.779,462,3.461,32.6077,-123.5804,2.4623
3.8914,45,6.996,2.159,447,3.801,32.9378,-122.3483,4.85
5.7614,37,6.797,1.502,483,4.03,36.9574,-118.6094,5.5
2.8209,6,6.494,2.056,739,3.899,38.0219,-114.0747,2.9694
6.1368,1,5.781,2.114,1254,3.46,38.4325,-115.6409,5.0625
1.3634,6,10.861,2.507,768,3.211,39.4458,-123.5984,1.9075
1.1599,50,6.098,1.511,499,4.945,34.3024,-115.6554,3.1862
2.6438,22,5.457,1.708,827,4.086,34.9917,-118.8687,3.6216
3.2938,41,6.555,1.938,702,3.919,34.8133,-117.5666,4.7873
2.6742,24,6.245,2.252,723,4.008,33.9171,-123.1375,3.3479
0.9668,25,6.07,1.766,657,4.388,34.8218,-120.3479,1.7278
2.5998,15,9.864,3.366,1576,3.475,38.3297,-115.2167,2.5398
1.4159,26,5.193,1.955,698,3.649,35.9809,-120.0337,1.7661
3.7994,8,6.532,1.676,502,3.338,39.7952,-123.1653,3.6603
3.2651,51,5.258,1.774,450,3.714,37.596,-121.2337,4.0269
1.699,24,5.81,1.627,1043,3.375,34.5144,-122.174,2.3385
2.1024,48,9.545,1.806,367,3.223,36.9401,-117.2876,3.9102
1.6006,38,6.877,2.227,1310,2.966,38.137,-114.9342,3.1064
2.6344,6,6.859,2.263,255,4.787,40.7289,-116.7984,2.667
4.3823,35,5.381,1.197,1227,3.542,40.4203,-115.642,5.1884
1.6605,42,5.946,1.649,990,3.996,36.5516,-116.0389,2.8071
3.4974,1,9.744,2.62,533,3.771,38.6529,-124.3467,3.2345
2.0852,46,7.206,2.454,457,4.002,35.3291,-123.1941,3.0952
1.8286,36,6.047,1.346,1231,2.821,38.5135,-120.0545,3.2565
2.5766,12,7.115,2.172,1635,3.474,41.1715,-123.3231,2.1474
1.6199,38,6.856,1.255,489,4.428,38.4332,-116.7832,3.2748
2.061,11,5.484,1.749,889,5.009,35.3858,-123.763,2.2847
1.4934,12,6.012,1.841,1085,3.527,38.6178,-120.1295,2.3951
7.2599,42,10.814,2.968,899,3.586,41.0762,-120.381,5.5
2.7666,50,7.041,2.615,683,4.365,33.8019,-118.7938,3.4817
1.9158,39,4.799,0.81,547,3.969,37.0832,-117.8915,3.3975
3.0252,7,7.223,2.16,764,3.734,35.55,-114.557,3.3952
2.5698,11,8.626,3.104,234,3.683,34.7939,-121.6526,2.7587
2.4339,36,5.417,1.66,1300,3.425,36.264,-117.5072,3.6397
3.6954,31,5.908,2.176,283,3.408,36.2427,-124.1316,3.5872
3.97,33,8.932,2.478,437,3.791,34.4991,-124.4894,4.3496
2.085,13,6.529,1.904,561,3.896,36.3344,-124.2337,2.2139
2.0382,18,6.294,2.276,403,3.926,38.5205,-119.7864,2.2282
2.369,41,5.002,1.724,378,3.37,32.7445,-118.6724,3.526
0.8599,24,8.179,3.435,1345,4.548,41.8976,-124.4348,0.5
1.2743,9,6.235,1.903,1633,2.965,35.3115,-120.3377,2.0047
5.384,31,4.337,1.344,1442,4.022,38.4246,-124.071,4.9518
6.1872,41,4.796,1.328,1010,3.44,35.1937,-117.6405,5.5
2.4,10,5.787,1.677,2280,3.286,36.2386,-117.8721,2.8646
3.6265,2,5.248,1.857,582,3.547,37.7178,-116.2661,3.4122
3.176,38,5.405,1.621,554,2.977,38.3126,-118.7643,3.7493
12.6726,15,11.056,2.87,668,3.918,39.8194,-117.959,5.5
4.7578,3,7.541,2.121,1359,4.754,40.021,-121.5661,4.2562
2.5499,43,4.068,1.202,891,3.39,37.4277,-123.6027,3.7925
1.6858,31,6.078,1.598,1577,5.35,33.2194,-116.7583,2.9848
1.2175,6,6.363,1.763,687,3.288,37.7989,-118.0754,2.281
3.0094,3,4.877,1.219,314,3.498,37.037,-114.6475,3.0339
1.8623,11,7.261,2.025,475,4.568,34.5462,-114.1131,3.1249
1.3349,15,4.429,1.587,1110,3.14,32.5965,-115.6035,1.821
1.9674,45,8.228,2.488,519,3.598,35.5017,-114.151,2.5228
1.5828,28,8.906,3.768,697,4.834,34.9651,-117.7018,2.7634
6.3191,10,11.077,2.9,752,3.147,37.0876,-123.5345,5.5
4.2242,38,4.795,1.555,1642,4.059,39.7352,-123.5568,3.8531
2.7075,47,4.971,1.546,1032,4.011,36.6709,-116.0252,3.7393
5.6972,50,7.517,2.5,936,2.85,41.5399,-122.013,5.5
2.8255,50,8.39,2.263,719,3.403,34.6025,-123.8596,4.2059
1.7671,7,7.713,2.172,439,5.377,34.599,-119.5411,1.9279
5.8215,15,8.196,2.626,750,3.843,38.2423,-121.1962,4.7843
3.5589,18,8.774,2.411,1974,3.935,41.0145,-118.3244,4.3706
1.6183,18,6.762,1.429,859,3.851,38.8826,-118.1984,2.2507
2.4715,41,6.205,2.268,504,5.09,38.8999,-117.3442,3.4298
1.7545,24,4.973,1.713,539,3.237,40.1597,-118.4474,2.5853
1.3615,2,6.098,1.702,1351,3.373,38.8525,-120.5004,1.7379
4.3193,40,6.291,1.956,509,3.659,39.7138,-124.2515,4.2114
7.0619,20,5.371,1.882,601,4.038,40.7282,-114.9966,5.5
1.3508,34,6.431,2.361,375,3.803,32.5752,-121.0673,1.6366
3.602,43,5.259,1.605,578,3.819,40.9134,-119.1749,4.4587
1.9634,26,8.259,2.236,842,3.434,34.545,-118.6522,3.22
2.1307,7,7.092,2.647,573,4.069,41.165,-121.194,1.7137
2.0214,38,5.904,1.799,673,2.862,35.0287,-121.2609,3.1493
1.7647,30,6.743,1.973,373,3.436,36.8248,-121.761,2.9024
2.785,42,5.217,1.634,503,3.307,41.3719,-121.9448,2.9287
1.7941,5,5.316,1.902,1931,3.181,33.5426,-124.1808,2.2432
3.1119,11,5.706,1.701,622,2.904,39.5802,-114.4419,3.3226
2.6509,1,6.231,2.176,797,3.848,36.2283,-118.2494,2.9165
2.4122,34,6.676,1.933,445,3.962,32.729,-123.3653,2.7865
1.7267,1,6.681,2.208,682,3.966,41.4218,-118.2844,1.5259
2.0373,19,5.017,1.267,580,4.281,33.6194,-122.0614,3.2575
3.9658,2,6.374,2.253,1153,4.398,39.8543,-121.2378,3.7369
3.4919,21,5.506,1.466,1125,2.808,36.1506,-116.0877,4.3351
1.6673,20,3.612,1.166,1187,4.084,40.2005,-115.1991,2.7041
2.8567,23,13.276,2.996,692,3.819,39.6277,-117.1518,3.4098
3.9578,21,5.527,1.665,1844,3.813,38.5156,-114.7079,4.1247
1.1797,24,5.586,1.728,994,3.652,41.4226,-114.9972,1.7412
3.5668,4,4.992,1.328,325,3.435,33.4398,-118.7127,4.4151
1.9517,12,5.263,1.55,1438,4.021,40.0865,-114.9676,1.7164
3.6158,22,6.235,1.952,663,3.234,38.8725,-118.7775,3.9907
1.8559,20,8.723,2.863,1175,4.389,35.4898,-123.4051,2.329
1.1025,18,6.228,1.9,392,3.461,37.6867,-115.7907,2.067
1.2047,1,6.067,2.224,641,2.807,38.624,-123.1224,1.1423
2.7844,30,8.424,3.015,967,3.78,39.4946,-121.1824,3.4782
3.0952,33,5.829,1.74,751,3.148,34.2771,-120.5122,4.2137
1.7295,24,6.51,1.52,617,3.139,33.4701,-116.0235,2.7398
3.7408,14,5.399,1.488,194,4.117,33.4695,-123.6229,3.9577
1.1844,36,9.43,1.778,459,4.277,35.2918,-119.8281,2.7575
2.6299,5,8.138,2.367,408,3.66,33.9646,-119.9145,3.3636
1.4836,11,6.281,2.324,262,2.817,37.5886,-118.3873,1.7344
1.9622,24,5.976,2.029,466,4.023,36.6519,-120.7844,2.4728
2.7835,31,6.439,1.959,1684,3.55,40.9841,-118.4398,3.7361
1.7679,13,6.299,1.661,1186,4.581,39.3153,-114.1481,2.4879
2.2428,16,4.818,1.475,438,5.029,34.4552,-123.7487,2.6332
4.4958,24,8.202,3.334,495,3.012,32.9344,-115.3164,4.605
2.0372,13,6.186,2.316,496,5.457,39.237,-121.2594,1.7942
4.1282,24,9.921,2.902,970,2.99,40.5354,-119.61,4.1562
1.5452,26,7.086,1.601,814,3.441,39.1594,-116.7183,2.2989
3.5427,2,4.104,1.684,465,4.338,38.616,-114.9446,2.8344
5.5889,16,5.051,1.331,493,3.353,34.8685,-124.4047,5.3103
0.7899,38,4.354,1.422,1142,3.31,37.1987,-117.547,2.0495
1.8249,46,5.04,1.119,1425,2.932,39.3871,-123.7697,3.0548
3.6275,1,4.745,1.347,424,3.081,34.3371,-118.9804,4.1497
2.4559,49,6.834,1.516,627,3.31,37.0272,-116.6275,4.2003
3.2726,11,6.076,1.47,709,4.174,33.6118,-122.7199,3.7281
2.0097,51,7.597,1.928,605,4.803,37.5418,-116.4803,3.545
2.8386,35,6.431,2.083,1170,3.336,37.9486,-121.2499,3.2574
2.5147,43,6.17,1.821,616,3.509,37.5862,-118.0892,3.8387
4.8739,29,10.174,4.432,1726,3.228,36.9599,-117.5906,5.1624
3.087,37,6.792,2.422,1212,3.002,38.0808,-117.6857,3.357
3.2181,17,6.375,2.281,471,3.003,41.9696,-124.3053,2.9576
2.2124,39,5.469,1.779,687,3.106,38.4141,-122.9011,2.6107
2.1302,42,5.149,1.616,408,3.691,39.6494,-115.5099,2.4541
2.1896,28,7.647,2.749,546,3.397,34.3251,-114.6317,2.9103
3.3109,29,7.547,1.365,1027,3.521,37.5352,-118.5815,4.1281
2.2023,43,9.181,2.469,752,3.943,32.5713,-118.2318,3.5248
3.1421,3,7.174,1.664,1912,3.668,32.7988,-116.5722,3.3378
7.6729,10,5.983,1.231,361,3.153,35.5636,-120.2359,5.5
4.202,42,7.224,1.89,654,4.292,36.9327,-121.0558,4.4437
2.3094,14,6.375,1.547,516,2.814,37.9685,-116.4339,2.8326
4.956,12,7.81,2.809,567,3.328,40.936,-124.203,4.4747
2.2166,47,8.688,2.646,679,4.836,39.8317,-115.2039,3.299
0.9811,42,6.261,1.249,474,3.91,35.3498,-119.8705,2.2892
1.6421,30,9.593,3.028,1073,2.897,39.5631,-119.2056,2.4788
1.0667,32,8.401,2.095,1596,2.98,37.7192,-117.8401,2.7503
2.2802,32,6.506,1.972,206,3.54,39.9022,-121.6189,2.858
2.7434,42,7.481,2.391,1334,3.466,36.405,-118.2274,4.1192
6.2853,32,6.912,1.814,2341,4.132,33.373,-117.2231,5.5
3.201,26,6.511,2.024,731,4.408,38.3756,-123.2617,3.0815
2.4362,51,9.956,3.187,490,3.452,37.7919,-119.0351,3.5925
4.1153,1,7.235,2.111,499,3.662,41.5592,-121.0411,3.5121
0.8998,42,5.482,1.447,570,3.211,34.0402,-118.6477,2.8593
3.0581,2,5.292,1.589,824,3.634,38.7333,-124.2764,2.44
3.9966,17,5.333,1.563,537,3.214,37.0037,-116.7019,4.6025
1.2978,30,7.191,2.271,639,3.732,36.0998,-122.7318,1.7667
4.8157,39,6.045,1.734,412,3.398,40.0484,-117.2614,5.2484
3.2196,7,6.953,1.671,529,4.081,40.2012,-116.4274,2.9998
2.2086,27,7.935,2.314,541,4.353,39.2887,-116.5976,2.7138
3.7299,9,10.237,3.238,653,4.521,33.2942,-115.9162,3.5222
8.46,22,6.073,1.878,321,3.738,35.7786,-121.2687,5.5
2.9771,34,4.937,1.454,564,4.069,32.9441,-114.3453,3.9048
3.0775,46,9.673,2.667,597,3.46,35.765,-124.2499,4.3158
2.1605,49,4.895,1.337,729,3.298,38.6552,-119.4474,3.3254
1.7773,1,4.861,1.353,1338,3.068,37.4277,-121.662,1.7219
4.1172,9,9.614,3.401,632,3.92,39.1779,-116.7313,4.1177
1.7717,20,8.171,2.064,361,2.804,37.7389,-116.0452,2.7239
2.8173,19,7.183,2.188,710,4.237,37.7802,-115.8649,3.1227
2.1408,36,6.415,1.521,466,3.53,37.3542,-121.3825,2.9139
3.4539,40,6.171,2.087,460,3.564,35.9611,-121.6215,4.0656
3.2118,45,5.687,1.554,573,4.111,36.7424,-117.3922,4.3
4.5666,4,6.117,1.583,512,2.884,33.5682,-114.7541,4.9143
2.1064,9,6.418,1.995,390,3.6,40.4278,-121.8308,1.8709
2.3752,41,4.967,0.879,521,4.727,40.9475,-114.9387,2.8809
1.6663,22,5.504,1.294,835,3.568,39.7796,-118.2897,2.4091
2.1768,18,4.378,1.393,678,3.086,38.0441,-116.7517,2.3569
3.2826,12,6.588,2.311,404,3.536,37.9072,-119.8811,3.5657
3.9689,42,6.588,2.125,432,4.532,36.9681,-116.028,4.7191
1.7142,43,9.641,2.96,707,3.333,34.6978,-114.3098,3.1016
4.1988,39,7.016,2.95,406,2.998,36.1461,-122.709,5.1782
5.3539,9,5.793,1.88,424,3.476,41.9041,-120.4516,4.9097
3.3425,6,6.22,1.541,499,3.052,33.8851,-115.4442,4.2503
6.9476,19,7.186,2.524,409,2.731,37.6555,-122.6449,5.5
1.8462,48,6.798,1.822,699,4.161,40.732,-120.1639,2.6758
1.4589,47,7.331,1.94,570,4.352,36.8035,-122.7558,2.1528
1.117,7,7.018,1.621,1342,3.956,38.2533,-117.6921,2.0303
5.7432,16,6.155,1.72,372,4.25,40.364,-121.9976,5.3208
3.7704,5,5.816,1.387,1182,3.506,37.7018,-120.5016,4.1349
2.6438,16,5.755,1.887,748,4.562,39.449,-119.3431,2.6727
3.1267,1,5.395,1.585,1401,3.397,35.7991,-121.3801,3.4795
1.5485,51,5.239,1.215,1309,3.719,39.4637,-117.361,2.6026
9.2338,37,9.78,2.894,537,3.296,32.8897,-123.3319,5.5
2.8997,39,6.653,2.326,328,3.054,33.9525,-115.2621,4.0952
2.8711,19,6.278,2.393,617,3.394,38.5543,-119.4459,3.3258
3.9074,37,5.862,1.234,247,5.245,36.7651,-118.4855,4.9118
3.4574,17,7.097,1.853,925,4.694,40.3693,-117.9676,3.8343
3.0403,26,8.431,1.986,717,4.174,35.7488,-123.8733,3.5872
1.8308,22,7.568,2.404,493,3.495,39.7885,-116.5516,2.7396
3.4409,8,7.909,1.816,531,3.484,33.8216,-114.5676,3.8934
6.9658,33,5.759,2.033,398,4.829,41.3364,-119.041,5.5
5.3266,2,6.476,2.333,654,3.73,36.4752,-120.3959,5.337
6.0291,30,5.773,1.968,405,4.184,34.6936,-116.2596,5.3698
2.1052,47,6.628,1.751,652,3.433,39.9969,-116.9363,3.3966
1.6573,20,8.565,2.289,793,3.561,41.5049,-117.6648,2.4863
2.5526,18,7.113,1.972,920,4.178,41.2218,-114.3638,2.5764
2.7951,43,9.301,3.304,831,3.346,34.7604,-118.3914,4.1258
4.6978,10,6.11,1.314,573,3.914,38.8841,-121.8921,4.4605
1.1662,24,5.518,1.762,830,3.363,37.6952,-124.24,1.6743
5.8403,4,7.226,1.831,711,4.01,39.3885,-119.7386,5.3122
2.5118,37,6.644,1.854,708,3.349,37.1259,-117.6506,3.7675
2.1958,4,6.937,2.337,398,4.859,36.9627,-122.6925,1.9031
1.6388,13,6.721,1.507,356,3.684,40.8857,-124.2295,1.861
1.1884,25,5.875,1.681,756,4.174,40.7769,-114.9546,1.3491
4.1025,13,6.753,1.982,848,3.707,39.9822,-121.3296,3.7434
2.8198,18,8.002,2.385,487,3.459,39.1965,-119.6065,2.837
1.4262,24,8.189,2.415,1196,4.049,38.9445,-123.5438,2.0023
1.4226,2,5.87,1.924,2011,4.424,33.0337,-120.4931,1.6959
2.2982,48,6.803,1.887,1598,3.035,39.6206,-120.0504,3.0477
6.2621,33,8.981,2.858,582,3.79,38.562,-115.0212,5.5
2.3874,19,5.895,1.866,535,3.66,35.3729,-115.4127,2.707
1.282,9,5.688,1.788,985,3.835,40.291,-122.5155,1.7716
2.404,28,7.688,2.509,933,4.564,40.4082,-118.6613,3.3367
2.3718,35,7.396,2.323,381,4.2,41.3558,-116.8219,2.7956
0.7058,39,5.487,1.621,589,4.426,36.4744,-121.4356,1.4058
2.6455,10,4.945,1.17,925,3.865,37.7369,-120.3585,2.8912
2.4219,1,6.775,2.492,424,3.492,41.1066,-114.1587,2.4981
3.8501,42,5.953,2.29,458,2.674,35.5096,-116.5228,4.7882
6.8516,21,4.704,1.327,494,4.608,40.0681,-119.9096,5.5
4.7745,9,5.647,1.823,544,2.649,41.9237,-118.8921,4.9752
2.3763,47,7.37,2.009,303,4.734,38.6934,-117.9293,3.3562
1.5632,15,6.283,1.659,940,4.152,41.8452,-119.2622,1.8032
9.8422,35,9.169,2.776,460,5.03,37.4002,-120.178,5.5
2.8,5,4.396,1.936,735,3.867,33.954,-120.7268,3.1055
2.7373,41,8.695,3.302,697,4.004,34.1682,-122.7257,3.8642
2.6857,22,6.042,2.249,401,3.619,39.4481,-114.277,2.7545
3.0013,41,5.871,1.914,275,3.76,32.5086,-123.5402,3.6057
2.529,23,4.814,1.223,695,3.351,38.7879,-118.1893,3.101
2.0404,7,7.153,2.517,534,3.655,33.9371,-114.4242,2.5091
2.068,23,4.591,0.725,835,3.295,41.8515,-120.5632,2.6277
2.6741,44,7.728,2.469,998,3.744,34.0497,-121.8496,3.5811
2.0715,25,4.846,1.72,239,3.704,37.7484,-114.467,1.9963
1.9033,27,4.984,1.533,592,3.707,38.8597,-116.0817,2.6938
2.8669,41,5.135,1.967,1119,3.67,40.2852,-117.6222,3.6493
2.3929,6,5.615,1.284,1364,3.402,36.863,-118.0741,3.0459
5.7661,34,7.945,3.02,266,4.04,41.3711,-120.7187,5.5
0.7222,9,9.037,2.64,1183,3.895,37.0623,-117.7661,1.7219
4.6915,49,5.729,2.134,401,3.873,34.8946,-116.8872,5.5
5.0685,33,6.42,2.253,946,3.252,38.1338,-124.1668,4.9842
0.964,51,7.191,2.702,505,4.11,38.7511,-123.2643,1.4141
2.2902,6,6.06,2.114,966,3.333,37.3202,-121.1913,2.8613
2.2575,37,7.131,2.386,555,3.448,39.4652,-121.1072,3.0042
1.3448,31,6.476,2.385,324,3.769,36.4965,-115.0446,1.7551
1.8424,34,6.154,1.863,497,4.421,32.5412,-117.3127,2.8924
1.56,41,4.927,1.627,871,3.135,35.0131,-120.5782,3.0659
6.5282,29,6.687,2.005,538,3.231,41.4861,-116.0034,5.5
4.3398,14,7.975,2.119,388,2.836,39.7506,-121.1065,4.3737
5.1334,36,5.548,1.811,352,4.008,34.3006,-114.0971,5.5
3.8995,36,4.483,1.389,443,3.541,33.1332,-116.293,5.2154
1.5457,15,6.072,2.203,441,3.959,35.8326,-116.0119,2.6348
2.0912,8,9.049,2.628,886,3.909,40.4449,-121.7598,2.2671
3.4718,26,8.447,2.213,545,4.182,33.5068,-122.9771,4.1803
1.4754,36,5.765,2.088,572,3.719,37.6619,-120.4098,2.0595
3.8826,48,7.138,2.164,607,3.359,35.1125,-120.9905,4.8352
2.4105,21,7.387,1.924,871,3.847,39.3994,-116.4168,3.0804
2.2537,28,9.008,3.328,914,3.953,32.5039,-122.67,2.6453
3.8786,4,4.815,1.667,511,3.535,35.1332,-118.9616,3.6802
3.3944,16,5.252,2.061,582,3.768,38.9529,-117.904,3.5173
2.2694,22,4.452,1.26,917,3.077,37.6941,-120.4558,2.3873
4.8533,12,5.656,1.561,469,3.107,39.8992,-122.3936,4.9451
1.5832,16,8.171,2.007,505,2.95,33.9979,-115.0955,2.6614
3.6986,51,5.789,1.573,916,3.88,37.5443,-123.0422,4.744
3.6567,40,5.027,1.411,499,4.152,34.3598,-121.3101,4.2148
2.3285,38,6.797,2.271,752,3.044,38.5726,-116.556,3.0629
3.1997,42,6.834,1.733,301,3.807,33.7478,-118.1442,4.8307
1.4542,37,5.303,1.415,890,3.973,33.9126,-116.8282,3.4713
4.3146,29,5.85,2.251,601,3.51,35.6179,-116.008,4.7517
2.4782,18,6.689,1.026,815,4.745,36.3181,-115.0984,2.9526
2.0931,10,7.606,2.464,1164,3.031,37.2363,-121.3021,2.7512
4.5929,42,5.689,1.34,562,3.521,38.0167,-119.5198,4.9264
1.9114,39,5.533,1.437,308,2.518,36.9537,-117.2727,3.6389
1.3442,18,9.955,3.695,555,3.913,32.9336,-116.1552,2.4262
1.2482,1,6.128,1.86,1220,3.348,35.7629,-118.4329,1.8373
3.6803,39,6.83,2.956,724,2.831,33.0831,-119.1056,4.4976
1.433,21,7.444,2.466,390,4.061,33.6218,-117.2365,2.3886
6.5365,1,4.622,1.195,603,3.634,33.3818,-120.4887,5.5
0.9599,15,6.457,2.117,848,3.556,34.0019,-115.1161,2.0724
6.3486,4,4.735,1.688,624,4.406,40.2227,-122.2717,4.7585
3.0208,20,6.309,2.057,616,3.325,38.4619,-115.218,3.4419
2.59,10,8.766,2.535,465,4.092,37.3144,-117.742,3.0453
2.07,23,5.322,1.147,484,4.183,39.4564,-118.1931,2.4213
3.3187,41,4.718,1.339,743,3.429,41.6316,-119.5655,4.0573
2.6676,34,9.896,3.794,850,3.723,36.4679,-122.8752,3.5732
4.7193,46,5.177,1.347,609,4.803,35.9904,-115.4182,5.3723
2.8781,48,4.859,1.358,519,3.221,41.7888,-123.9484,3.8698
2.9304,33,9.284,3.246,970,4.037,39.8276,-121.6654,3.4789
2.2664,34,5.139,1.701,538,3.752,39.8826,-123.3481,2.9129
2.642,39,9.341,2.191,768,4.505,38.1995,-123.3782,3.512
3.1705,10,6.866,2.022,868,3.7,37.3166,-120.4006,3.3136
1.1559,20,8.588,3.18,353,4.118,37.7306,-122.8155,1.2685
1.3853,1,6.739,2.031,713,2.974,38.6948,-118.3954,2.791
3.9418,13,8.196,3.045,172,2.77,36.08,-117.9148,4.3194
2.9607,1,5.402,2.023,631,3.204,39.9318,-115.238,2.7397
2.4794,5,5.728,1.453,888,3.489,41.1376,-121.3535,2.8117
2.7435,16,4.376,1.248,787,3.532,37.9272,-121.2536,2.4668
3.2342,15,7.999,2.663,992,4.382,36.124,-121.9131,3.5424
2.0753,49,7.083,1.58,792,3.513,39.1081,-116.291,3.7653
1.842,28,5.313,1.535,507,3.731,34.2306,-120.0054,3.3782
2.9979,31,4.652,1.523,308,3.795,41.7014,-118.6996,3.4975
1.6666,23,6.877,1.849,703,3.396,38.7509,-120.5665,2.0768
3.3338,48,9.41,3.1,845,3.708,33.1419,-122.8535,4.4688
1.1603,45,6.3,1.701,276,4.354,37.5326,-123.4234,1.8195
4.5475,43,5.678,1.53,813,3.886,39.6282,-115.3831,5.4094
3.4428,17,5.383,1.815,694,4.061,35.1395,-121.7124,3.9091
3.0895,49,8.52,3.139,554,3.906,32.9844,-114.613,3.8791
4.4431,34,5.547,1.467,828,4.779,37.147,-114.5534,5.0536
6.251,13,6.009,1.439,579,3.202,40.4194,-119.4713,5.5
4.514,14,8.126,2.423,561,5.482,34.8896,-114.4348,4.4756
1.0828,11,7.426,2.401,352,4.318,39.3116,-124.2009,1.4027
1.4336,28,6.056,1.598,814,4.441,36.374,-123.5377,2.1346
1.9889,42,5.634,2.158,346,4.532,33.0665,-121.9452,2.7831
2.754,32,8.956,2.621,472,4.344,35.3876,-122.3035,3.2267
3.5213,35,5.206,1.372,835,3.1,35.4821,-121.8473,4.5632
1.891,31,6.208,2.462,611,3.167,41.0943,-119.7509,2.3918
2.9844,17,4.853,1.763,1563,4.126,41.8266,-123.8393,3.1249
1.8632,47,8.402,2.215,894,4.051,34.4928,-118.6684,3.4544
2.0022,9,5.887,2.08,968,4.245,36.5899,-121.2507,1.9629
1.3454,10,5.633,1.505,1019,3.744,41.7787,-123.7488,1.8338
1.7132,8,7.466,2.526,589,3.089,36.369,-116.5913,1.9758
1.3829,21,4.922,1.914,509,3.659,35.8171,-117.639,2.17
1.6687,13,7.423,1.778,362,4.153,33.5439,-116.169,2.7951
4.6035,50,6.022,1.645,321,3.584,39.6562,-114.638,5.5
1.691,5,5.122,1.404,1180,3.716,36.7466,-118.3495,2.5011
10.137,6,5.33,1.67,487,3.735,38.5673,-116.2395,5.5
3.4787,30,5.65,1.829,1039,3.449,37.3436,-122.4086,3.5778
